NOMAD1,RAJ2000,DEJ2000,YM,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1252-0386818,299.3913639,35.2149806,YM,B,0.0,0.0,0.0,0.0,17.260,Y,16.980,Y,15.870,B,14.108,13.666,13.507,
1252-0386875,299.4018250,35.2190583,YM,B,0.0,0.0,0.0,0.0,19.110,B,17.970,Y,16.810,B,15.022,14.433,14.141,
1252-0386891,299.4056417,35.2203250,YM,B,4.0,2.0,2.0,0.0,17.890,Y,16.360,Y,15.480,B,12.570,11.714,11.483,
1252-0386897,299.4067472,35.2009806,YM,B,2.0,4.0,12.0,2.0,19.230,B,17.400,Y,17.000,B,15.362,14.787,14.471,
1252-0386920,299.4103000,35.2084639,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.640,Y,16.740,B,14.970,14.464,14.230,
1252-0386932,299.4119694,35.2139083,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.970,Y,16.750,B,14.990,14.449,14.259,
1252-0386946,299.4139736,35.2014531,YM,C,2.8,5.4,-2.3,5.4,17.360,Y,16.050,Y,15.420,B,12.315,11.484,11.202,
1252-0386938,299.4128722,35.2407750,YM,B,0.0,6.0,-6.0,1.0,19.320,B,17.900,Y,17.040,B,15.378,14.740,14.675,
1252-0386953,299.4158306,35.2365583,YM,B,0.0,0.0,0.0,0.0,18.700,B,17.850,Y,15.910,B,14.759,14.273,13.923,
1252-0386966,299.4181444,35.2346944,YM,Y,-17.9,9.0,-8.9,9.0,,,15.010,Y,,,13.329,12.923,12.791,
1252-0386978,299.4200806,35.2342250,YM,B,0.0,0.0,0.0,0.0,13.760,Y,13.440,Y,12.720,B,12.333,12.130,12.080,
1252-0386981,299.4207417,35.2477194,YM,B,0.0,0.0,0.0,0.0,18.170,Y,16.990,Y,17.610,B,16.367,15.851,14.916,
1252-0386992,299.4233778,35.2130528,YM,B,0.0,0.0,0.0,0.0,19.380,B,17.780,Y,16.810,B,14.657,13.952,13.682,
1252-0387008,299.4269972,35.2350611,YM,B,0.0,0.0,0.0,0.0,19.310,B,17.240,Y,16.690,B,15.647,15.003,14.949,
1252-0387012,299.4272144,35.2204853,YM,C,-0.8,5.4,-1.1,5.4,13.950,Y,13.880,Y,13.820,B,12.829,12.602,12.535,
1252-0387018,299.4296139,35.2137778,YM,B,2.0,4.0,-8.0,1.0,18.220,B,17.270,Y,16.490,B,15.278,14.676,14.474,
1252-0387019,299.4296389,35.2170056,YM,B,0.0,0.0,0.0,0.0,17.370,B,16.810,Y,15.840,B,15.073,14.544,14.404,
1252-0387028,299.4315833,35.2214917,YM,B,0.0,0.0,0.0,0.0,19.190,B,17.380,Y,16.320,B,13.699,12.858,12.558,
1252-0387031,299.4317806,35.2392194,YM,B,0.0,0.0,0.0,0.0,17.090,B,16.260,Y,15.050,B,15.016,14.598,14.500,
1252-0387035,299.4321500,35.2386333,YM,Y,14.4,9.0,-29.5,9.0,16.880,Y,16.950,Y,,,14.923,14.304,14.163,
1252-0387069,299.4379861,35.2273611,YM,B,0.0,0.0,0.0,0.0,19.080,B,17.970,Y,16.480,B,14.476,13.766,13.496,
1252-0386653,299.3619722,35.2297583,YM,B,0.0,0.0,0.0,0.0,18.700,B,17.580,Y,16.170,B,13.359,12.493,12.189,
1252-0386685,299.3679056,35.2273778,YM,B,0.0,0.0,0.0,0.0,18.800,B,17.580,Y,16.760,B,15.167,14.701,14.544,
1252-0386700,299.3708558,35.2339953,YM,C,-1.8,5.4,1.2,5.4,13.760,Y,13.480,Y,13.370,B,12.400,12.100,12.083,
1252-0386701,299.3709778,35.2233778,YM,B,0.0,3.0,-8.0,0.0,17.040,Y,17.180,Y,16.260,B,14.695,14.266,14.103,
1252-0386706,299.3716833,35.2411972,YM,B,0.0,0.0,0.0,0.0,16.920,Y,16.620,Y,16.300,B,13.923,12.965,12.702,
1252-0386711,299.3720361,35.2399472,YM,B,0.0,0.0,0.0,0.0,18.620,B,17.740,Y,16.190,B,14.747,14.122,13.877,
1252-0386726,299.3756361,35.2421556,YM,B,0.0,0.0,0.0,0.0,18.020,Y,17.140,Y,16.680,B,15.413,14.714,14.721,
1252-0386737,299.3768583,35.2058611,YM,B,0.0,3.0,-16.0,3.0,17.770,Y,17.040,Y,15.810,B,14.092,13.736,12.978,
1252-0386761,299.3805611,35.2112611,YM,B,10.0,3.0,6.0,3.0,17.620,Y,17.040,Y,16.420,B,15.388,14.832,14.714,
1252-0386782,299.3846500,35.2265639,YM,B,0.0,0.0,0.0,0.0,17.720,Y,17.540,Y,16.840,B,15.080,14.714,14.507,
1252-0386786,299.3847547,35.2302169,YM,C,-2.9,5.4,-1.0,5.4,14.850,Y,13.880,Y,13.020,B,10.334,9.643,9.385,
1252-0386790,299.3852842,35.2193192,YM,C,-1.7,5.8,23.5,5.5,15.790,Y,14.890,Y,14.330,B,13.128,12.745,12.594,
1252-0386838,299.3944500,35.2227333,YM,B,0.0,0.0,0.0,0.0,16.430,Y,14.670,Y,15.880,B,14.275,13.701,13.695,
1252-0386759,299.3802167,35.2482944,YM,B,6.0,2.0,4.0,1.0,18.350,Y,17.390,Y,16.730,B,15.387,14.708,14.523,
1252-0386772,299.3825975,35.2542186,YM,C,-2.3,5.7,-4.2,5.4,16.230,Y,15.520,Y,15.340,B,13.990,13.585,13.393,
1252-0386801,299.3876139,35.2542778,YM,B,-4.0,4.0,-10.0,1.0,18.760,B,17.470,Y,16.140,B,13.997,13.185,12.900,
1252-0386823,299.3928728,35.2363564,YM,C,-1.7,1.0,-0.9,1.4,12.750,Y,12.650,Y,12.120,B,11.197,10.980,10.921,
1252-0386828,299.3935417,35.2580417,YM,B,6.0,2.0,6.0,2.0,18.210,Y,16.610,Y,16.880,B,15.486,14.717,14.657,
1252-0386840,299.3946194,35.2451639,YM,B,0.0,0.0,0.0,0.0,17.550,Y,16.370,Y,15.400,B,12.298,11.342,11.039,
1252-0386846,299.3960639,35.2640222,YM,B,0.0,0.0,0.0,0.0,19.120,B,17.810,Y,16.300,B,15.711,14.961,15.063,
1252-0386850,299.3963153,35.2343894,YM,C,1.2,5.5,-0.5,7.8,14.850,Y,15.750,Y,15.040,B,14.087,13.590,13.555,
1252-0386860,299.3995278,35.2612583,YM,B,0.0,0.0,0.0,0.0,18.270,Y,17.510,Y,16.370,B,15.448,14.705,14.743,
1252-0386870,299.4013806,35.2364333,YM,B,0.0,0.0,0.0,0.0,19.500,B,17.970,Y,16.880,B,14.910,14.317,14.096,
1252-0386879,299.4023917,35.2322389,YM,B,2.0,4.0,-8.0,2.0,19.400,B,17.140,Y,15.860,B,12.855,11.708,11.314,
1252-0386880,299.4024417,35.2499972,YM,B,4.0,0.0,-2.0,2.0,17.300,Y,16.490,Y,16.150,B,15.064,14.647,14.496,
1252-0386888,299.4044306,35.2401694,YM,B,0.0,5.0,-12.0,3.0,18.170,Y,17.080,Y,16.100,B,14.240,13.643,13.577,
1252-0386929,299.4115611,35.2485306,YM,B,0.0,0.0,0.0,0.0,18.630,B,17.450,Y,,,15.528,15.058,14.775,
1252-0386962,299.4177750,35.2526944,YM,B,0.0,0.0,0.0,0.0,19.150,B,17.970,Y,16.020,B,13.207,12.130,11.737,
1252-0386683,299.3677889,35.2481083,YM,B,0.0,0.0,0.0,0.0,17.280,Y,17.080,Y,16.320,B,15.339,14.907,14.733,
1252-0386694,299.3694597,35.2460283,YM,C,5.3,7.8,-6.0,6.2,16.640,Y,15.610,Y,14.830,B,12.016,11.186,10.898,
1252-0386716,299.3734861,35.2517083,YM,B,0.0,0.0,0.0,0.0,16.730,B,16.310,Y,14.750,B,14.147,13.839,13.609,
1252-0386720,299.3744389,35.2519778,YM,Y,13.4,9.0,-9.5,9.0,16.170,Y,17.390,Y,,,14.670,14.160,13.907,
1252-0386707,299.3717028,35.2574833,YM,B,10.0,4.0,6.0,3.0,16.870,Y,16.440,Y,15.820,B,14.867,14.316,14.234,
1252-0386738,299.3768833,35.2521194,YM,B,0.0,0.0,0.0,0.0,17.060,Y,16.450,Y,15.780,B,14.528,14.105,13.958,
1252-0386745,299.3781306,35.2633028,YM,B,0.0,0.0,0.0,0.0,17.620,Y,16.550,Y,15.520,B,12.657,11.734,11.457,
1252-0386762,299.3808889,35.2697028,YM,B,0.0,0.0,0.0,0.0,17.970,Y,17.300,Y,16.120,B,14.788,13.974,13.685,
1252-0386763,299.3810444,35.2591444,YM,B,10.0,2.0,4.0,3.0,16.470,Y,16.170,Y,15.680,B,14.519,13.906,13.846,
1252-0386775,299.3833561,35.2729353,YM,C,-1.9,5.5,-11.5,5.4,15.960,Y,15.670,Y,15.320,B,14.135,13.731,13.545,
1252-0386785,299.3847500,35.2585083,YM,B,0.0,0.0,0.0,0.0,18.140,Y,17.180,Y,16.020,B,15.044,14.528,14.335,
1252-0386788,299.3852222,35.2688639,YM,B,4.0,1.0,2.0,1.0,18.960,B,17.800,Y,16.780,B,16.045,15.403,15.153,
1252-0386798,299.3868967,35.2801622,YM,C,4.1,6.8,-6.2,6.0,18.350,Y,16.330,Y,15.430,B,12.034,10.971,10.625,
1252-0386803,299.3877639,35.2836833,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.620,Y,16.300,B,14.994,14.345,14.111,
1252-0386806,299.3888194,35.2715556,YM,B,2.0,4.0,-8.0,3.0,17.990,Y,17.630,Y,16.620,B,15.035,14.555,14.387,
1252-0386829,299.3936361,35.2790722,YM,B,0.0,0.0,0.0,0.0,18.650,B,17.740,Y,16.290,B,15.685,15.346,15.086,
1252-0387027,299.4312767,35.2548761,YM,C,3.1,5.4,-7.4,5.4,14.290,Y,13.480,Y,12.500,B,10.272,9.542,9.327,
1252-0387058,299.4354222,35.2548611,YM,B,0.0,0.0,0.0,0.0,16.910,Y,17.400,Y,15.500,B,14.635,14.217,14.080,
1252-0387064,299.4371333,35.2430944,YM,B,0.0,0.0,0.0,0.0,17.910,Y,17.060,Y,16.600,B,15.353,14.896,14.763,
1252-0387079,299.4389944,35.2488056,YM,B,0.0,0.0,0.0,0.0,19.070,B,17.340,Y,16.360,B,14.002,13.167,12.830,
1252-0387094,299.4411417,35.2313222,YM,B,0.0,0.0,0.0,0.0,19.910,B,17.960,Y,17.880,B,16.140,15.679,15.516,
1252-0387105,299.4429417,35.2582556,YM,B,0.0,0.0,0.0,0.0,19.170,B,17.790,Y,16.860,B,15.672,14.903,14.964,
1252-0387111,299.4451722,35.2310528,YM,B,0.0,0.0,0.0,0.0,17.610,B,16.430,Y,15.190,B,13.189,12.352,12.086,
1252-0387118,299.4464500,35.2424389,YM,B,0.0,0.0,0.0,0.0,17.570,Y,17.280,Y,16.180,B,15.464,15.201,15.038,
1252-0387120,299.4465806,35.2481250,YM,B,0.0,0.0,0.0,0.0,17.900,Y,16.600,Y,14.060,B,12.313,11.362,11.037,
1252-0387122,299.4468528,35.2679472,YM,B,0.0,0.0,0.0,0.0,19.630,B,17.700,Y,17.580,B,16.376,15.742,15.457,
1252-0387123,299.4470889,35.2566250,YM,B,0.0,0.0,0.0,0.0,17.740,Y,17.770,Y,16.830,B,15.688,15.192,15.028,
1252-0387124,299.4471028,35.2368833,YM,B,0.0,0.0,0.0,0.0,18.010,Y,16.620,Y,15.250,B,11.971,10.923,10.580,
1252-0387127,299.4478611,35.2411658,YM,C,2.8,5.4,-14.0,5.5,15.820,Y,15.290,Y,14.850,B,14.160,13.760,13.630,
1252-0387128,299.4481583,35.2476306,YM,B,0.0,0.0,0.0,0.0,18.230,B,16.870,Y,14.830,B,12.227,11.183,10.787,
1252-0387136,299.4496389,35.2530639,YM,B,0.0,0.0,0.0,0.0,18.320,Y,17.690,Y,16.420,B,15.380,14.878,14.803,
1252-0387142,299.4510361,35.2447139,YM,B,0.0,0.0,0.0,0.0,18.280,B,17.970,Y,15.930,B,14.451,13.647,13.430,
1252-0387145,299.4517528,35.2445667,YM,B,0.0,0.0,0.0,0.0,17.990,Y,17.480,Y,16.100,B,15.695,15.025,14.683,
1252-0387172,299.4566056,35.2418917,YM,B,4.0,3.0,-8.0,2.0,18.350,Y,17.600,Y,16.560,B,15.522,15.032,14.772,
1252-0387178,299.4579472,35.2561861,YM,B,0.0,0.0,0.0,0.0,19.580,B,17.970,Y,17.160,B,15.351,14.554,14.310,
1252-0387114,299.4457667,35.2752361,YM,B,0.0,0.0,0.0,0.0,17.080,Y,16.620,Y,15.060,B,14.375,14.477,13.775,
1252-0387135,299.4495806,35.2776861,YM,B,0.0,0.0,0.0,0.0,18.150,Y,17.260,Y,15.720,B,14.583,13.756,13.483,
1252-0387168,299.4552917,35.2807889,YM,B,-4.0,7.0,-8.0,1.0,18.220,Y,17.260,Y,15.740,B,15.150,14.502,14.298,
1252-0387184,299.4590972,35.2664500,YM,B,0.0,0.0,0.0,0.0,18.160,Y,17.630,Y,16.910,B,15.836,15.294,14.913,
1252-0387188,299.4598694,35.2707250,YM,B,0.0,0.0,0.0,0.0,18.850,B,17.440,Y,16.140,B,13.721,12.720,12.414,
1252-0387191,299.4601417,35.2764889,YM,B,0.0,0.0,0.0,0.0,18.260,Y,17.860,Y,15.560,B,14.192,13.324,13.048,
1252-0387200,299.4612750,35.2883778,YM,B,0.0,0.0,0.0,0.0,17.680,Y,16.980,Y,16.160,B,14.888,14.397,14.381,
1252-0387208,299.4621611,35.2925472,YM,B,0.0,0.0,0.0,0.0,17.910,Y,17.290,Y,15.450,B,14.882,13.992,13.845,
1252-0387212,299.4627956,35.2548908,YM,C,8.9,5.4,5.5,5.4,15.900,Y,14.550,Y,13.420,B,10.655,9.739,9.409,
1252-0387213,299.4628222,35.2842444,YM,B,0.0,0.0,0.0,0.0,16.980,Y,16.240,Y,14.270,B,13.086,12.342,12.089,
1252-0387215,299.4630167,35.2829611,YM,B,0.0,0.0,0.0,0.0,17.330,Y,16.740,Y,15.780,B,14.871,14.281,14.086,
1252-0387216,299.4630725,35.2644869,YM,C,-2.3,5.4,-7.1,5.5,16.200,Y,15.580,Y,15.200,B,13.824,13.475,13.354,
1252-0387222,299.4646056,35.2795222,YM,B,0.0,0.0,0.0,0.0,17.970,Y,17.170,Y,16.720,B,15.298,14.951,14.861,
1252-0387229,299.4658861,35.2601194,YM,B,-6.0,5.0,12.0,4.0,19.400,B,17.760,Y,,,15.840,15.148,15.125,
1252-0387237,299.4671111,35.2938917,YM,B,0.0,0.0,0.0,0.0,18.430,B,17.800,Y,16.230,B,15.836,15.342,15.406,
1252-0387239,299.4676694,35.2795139,YM,B,0.0,0.0,0.0,0.0,17.280,Y,16.070,Y,15.320,B,13.098,12.346,12.130,
1252-0387242,299.4678833,35.2860722,YM,B,0.0,0.0,0.0,0.0,17.640,Y,16.840,Y,15.830,B,13.880,13.224,12.967,
1252-0387254,299.4692917,35.2570806,YM,B,0.0,0.0,0.0,0.0,18.360,B,17.110,Y,15.750,B,12.746,11.724,11.403,
1252-0387259,299.4700056,35.2635417,YM,B,0.0,0.0,0.0,0.0,18.960,B,17.310,Y,16.120,B,13.917,13.096,12.792,
1252-0387268,299.4721556,35.2879667,YM,B,4.0,1.0,2.0,4.0,18.310,B,17.970,Y,16.500,B,15.355,14.871,14.657,
1252-0387276,299.4727694,35.2767111,YM,B,0.0,0.0,0.0,0.0,17.640,Y,16.300,Y,16.020,B,14.710,14.124,13.855,
1252-0387296,299.4772861,35.2729139,YM,B,0.0,0.0,0.0,0.0,18.340,Y,17.820,Y,16.980,B,15.675,14.964,14.830,
1252-0387304,299.4792722,35.2772778,YM,B,0.0,0.0,0.0,0.0,18.400,B,17.610,Y,16.430,B,15.337,14.743,14.576,
1252-0387325,299.4818933,35.2717317,YM,C,-0.7,5.4,-12.2,5.4,14.430,Y,14.240,Y,13.740,B,13.111,12.811,12.770,
1252-0386895,299.4064550,35.2674144,YM,C,0.6,5.4,-0.1,5.4,14.290,Y,14.170,Y,13.860,B,12.809,12.503,12.420,
1252-0386912,299.4089306,35.2725417,YM,B,0.0,0.0,0.0,0.0,19.410,B,17.660,Y,17.140,B,15.138,14.330,13.984,
1252-0386916,299.4095944,35.2754083,YM,B,0.0,0.0,0.0,0.0,18.050,Y,17.140,Y,16.980,B,16.149,15.794,15.492,
1252-0386918,299.4099892,35.2681219,YM,C,-5.8,5.4,-4.6,5.4,14.350,Y,14.230,Y,13.740,B,12.668,12.315,12.238,
1252-0386925,299.4112056,35.2822056,YM,B,0.0,0.0,0.0,0.0,16.780,Y,16.470,Y,15.930,B,14.867,14.414,14.249,
1252-0386928,299.4114111,35.2757972,YM,B,0.0,0.0,0.0,0.0,17.950,Y,17.330,Y,16.590,B,15.567,15.236,14.914,
1252-0386931,299.4118833,35.2672944,YM,B,8.0,3.0,-12.0,5.0,16.640,o,17.000,Y,15.630,B,14.887,14.394,14.359,
1252-0386939,299.4129386,35.2706944,YM,C,1.1,5.4,-12.1,5.4,15.950,Y,14.940,Y,14.020,B,11.599,10.788,10.532,
1252-0386947,299.4140639,35.2611167,YM,B,0.0,0.0,0.0,0.0,18.010,Y,17.130,Y,16.390,B,14.941,14.390,14.253,
1252-0386968,299.4184767,35.2898592,YM,C,-1.2,5.4,-1.7,5.4,15.030,Y,14.670,Y,14.630,B,13.606,13.257,13.084,
1252-0386969,299.4188950,35.2795600,YM,C,-6.7,5.5,-11.4,6.1,14.960,Y,14.690,Y,14.210,B,13.676,13.378,13.279,
1252-0386974,299.4197972,35.2681250,YM,B,0.0,0.0,0.0,0.0,17.380,Y,16.760,Y,16.110,B,14.551,13.993,13.859,
1252-0386980,299.4207361,35.2583889,YM,B,0.0,0.0,0.0,0.0,19.830,B,17.590,Y,17.190,B,14.974,13.983,13.728,
1252-0386982,299.4212750,35.2517417,YM,B,30.0,2.0,32.0,1.0,14.770,Y,14.360,Y,13.970,B,12.698,12.220,12.108,
1252-0386983,299.4216028,35.2832611,YM,B,0.0,0.0,0.0,0.0,17.280,B,16.520,Y,14.530,B,13.067,12.172,11.852,
1252-0386984,299.4216806,35.2824528,YM,Y,-4.8,9.0,-23.0,9.0,17.270,Y,16.750,Y,,,13.173,12.260,11.983,
1252-0386985,299.4217944,35.2744611,YM,B,0.0,0.0,0.0,0.0,19.190,B,17.350,Y,16.400,B,14.138,13.308,12.942,
1252-0386987,299.4218806,35.2702111,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.970,Y,16.900,B,15.637,15.102,15.085,
1252-0386996,299.4240472,35.2809972,YM,B,0.0,0.0,0.0,0.0,17.640,Y,16.280,Y,14.580,B,12.503,11.590,11.269,
1252-0386997,299.4241528,35.2658444,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.970,Y,15.960,B,13.958,13.199,12.955,
1252-0387004,299.4262472,35.2808583,YM,B,0.0,0.0,0.0,0.0,19.080,B,17.550,Y,16.940,B,16.280,15.010,14.654,
1252-0387010,299.4270611,35.2749833,YM,B,8.0,2.0,0.0,3.0,16.470,Y,16.110,Y,15.620,B,14.317,13.954,13.849,
1252-0387022,299.4302028,35.2839639,YM,B,0.0,0.0,0.0,0.0,19.140,B,17.730,Y,17.110,B,15.785,15.141,15.054,
1252-0387040,299.4329778,35.2653028,YM,B,0.0,0.0,0.0,0.0,19.400,B,17.970,Y,17.350,B,15.749,15.108,14.910,
1252-0387051,299.4348694,35.2661583,YM,B,0.0,0.0,0.0,0.0,19.060,B,17.120,Y,15.850,B,12.766,11.617,11.227,
1252-0387056,299.4352747,35.2696419,YM,C,0.2,5.7,-7.7,5.9,16.860,Y,15.650,Y,14.280,B,12.186,11.323,11.087,
1252-0387059,299.4355083,35.2753528,YM,B,0.0,0.0,0.0,0.0,19.640,B,17.770,Y,17.600,e,16.547,16.129,15.510,
1252-0387061,299.4365056,35.2728056,YM,B,-14.0,0.0,-8.0,5.0,18.040,Y,17.840,Y,16.720,B,15.928,15.060,14.861,
1252-0387080,299.4392639,35.2693667,YM,B,0.0,0.0,0.0,0.0,17.640,B,17.970,Y,,,15.731,15.092,14.914,
1252-0387085,299.4400444,35.2744611,YM,B,8.0,0.0,-4.0,3.0,17.950,Y,17.420,Y,15.680,B,14.092,13.247,12.946,
1252-0387005,299.4264056,35.2999861,YM,B,0.0,0.0,0.0,0.0,17.320,Y,17.290,Y,15.970,B,15.622,15.101,14.898,
1252-0387032,299.4318361,35.2953278,YM,B,0.0,0.0,0.0,0.0,18.010,Y,17.510,Y,16.410,B,15.282,14.820,14.682,
1252-0387074,299.4381806,35.2956556,YM,B,0.0,0.0,0.0,0.0,16.940,Y,16.930,Y,15.930,B,14.467,14.061,13.916,
1252-0387076,299.4384639,35.2862556,YM,B,0.0,0.0,0.0,0.0,18.510,B,17.470,Y,16.330,B,14.698,13.887,13.635,
1252-0387088,299.4405917,35.2809417,YM,B,0.0,0.0,0.0,0.0,18.330,B,17.730,Y,16.650,B,15.115,14.416,14.279,
1252-0387089,299.4408417,35.2982972,YM,B,0.0,0.0,0.0,0.0,17.170,o,16.680,Y,,,14.794,14.429,14.291,
1252-0387107,299.4439278,35.2998528,YM,Y,7.2,9.0,-17.0,9.0,18.190,Y,17.510,Y,,,15.362,14.718,14.484,
1252-0387144,299.4516111,35.2848111,YM,B,0.0,0.0,0.0,0.0,19.110,B,17.220,Y,16.330,B,14.298,13.451,13.108,
1252-0387156,299.4529306,35.2960167,YM,B,0.0,0.0,0.0,0.0,20.230,B,17.940,Y,18.200,e,16.501,15.698,15.576,
1252-0387182,299.4587861,35.2892111,YM,B,-12.0,4.0,-4.0,3.0,19.520,o,17.750,Y,17.690,B,16.175,15.310,15.244,
1252-0387187,299.4598389,35.2955222,YM,Y,-11.1,9.0,-24.7,9.0,,,17.700,Y,,,16.298,14.429,14.320,
1252-0387190,299.4601361,35.2969306,YM,B,0.0,0.0,0.0,0.0,19.250,B,17.970,Y,16.390,e,14.230,13.298,13.045,
1252-0387205,299.4619444,35.2951361,YM,B,0.0,0.0,0.0,0.0,17.500,Y,16.970,Y,16.420,B,15.262,14.887,14.708,
1253-0392501,299.4265417,35.3003694,YM,B,0.0,0.0,0.0,0.0,17.320,Y,17.290,Y,17.690,e,15.622,15.101,14.898,
1253-0392544,299.4342694,35.3027806,YM,B,0.0,0.0,0.0,0.0,18.730,B,17.750,Y,17.020,B,16.681,15.503,15.359,
1253-0392562,299.4370194,35.3036194,YM,B,-2.0,2.0,-10.0,3.0,17.280,Y,16.800,Y,16.010,B,15.080,14.647,14.375,
1253-0392581,299.4394714,35.3051664,YM,C,-1.7,5.4,0.0,5.6,15.870,Y,15.570,Y,15.080,B,13.760,13.331,13.215,
1253-0392598,299.4425889,35.3179583,YM,B,18.0,11.0,-14.0,4.0,18.630,B,17.950,Y,16.430,B,14.855,14.231,13.964,
1253-0392613,299.4440111,35.3000556,YM,B,0.0,0.0,0.0,0.0,18.190,Y,17.510,Y,16.670,B,15.362,14.718,14.484,
1253-0392619,299.4449528,35.3070222,YM,B,0.0,0.0,0.0,0.0,18.940,B,17.970,Y,17.020,B,15.909,15.500,15.127,
1253-0392638,299.4475611,35.3005917,YM,B,0.0,0.0,0.0,0.0,17.950,Y,17.040,Y,15.720,B,14.045,13.329,13.080,
1253-0392680,299.4557194,35.3041861,YM,B,0.0,0.0,0.0,0.0,19.000,B,17.900,Y,16.990,e,15.996,15.422,14.948,
1252-0387278,299.4732222,35.2971306,YM,Y,1.3,9.0,-64.4,9.0,,,16.110,Y,,,14.464,13.990,11.364,
1252-0387279,299.4734722,35.2988747,YM,C,-8.7,1.3,-12.4,0.8,12.324,T,11.961,T,11.720,B,9.287,8.608,8.451,
1252-0387284,299.4746806,35.2876278,YM,B,0.0,0.0,0.0,0.0,17.770,B,16.820,Y,16.160,B,14.858,14.538,14.259,
1252-0387286,299.4754056,35.2943444,YM,B,0.0,0.0,0.0,0.0,17.020,Y,16.910,Y,15.910,B,13.811,13.064,12.862,
1252-0387300,299.4789444,35.2924222,YM,B,18.0,7.0,6.0,4.0,17.430,Y,16.740,Y,15.330,B,14.660,13.922,13.791,
1252-0387311,299.4801667,35.2994444,YM,B,0.0,0.0,0.0,0.0,16.820,Y,16.800,Y,15.690,B,14.580,14.233,14.000,
1252-0387338,299.4834861,35.2846833,YM,B,-34.0,3.0,52.0,2.0,18.330,B,16.820,Y,15.750,e,12.310,11.227,10.846,
1252-0387350,299.4850250,35.2832750,YM,B,0.0,0.0,0.0,0.0,16.710,Y,16.160,Y,14.690,B,14.291,13.932,13.708,
1252-0387356,299.4859111,35.2775333,YM,B,-12.0,2.0,6.0,3.0,18.350,Y,17.380,Y,15.870,B,15.605,14.973,14.532,
1252-0387359,299.4861444,35.2948917,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.610,Y,17.340,e,15.859,15.243,14.797,
1252-0387388,299.4901667,35.2774167,YM,B,0.0,0.0,0.0,0.0,18.340,Y,17.950,Y,16.790,B,15.464,14.933,14.763,
1252-0387394,299.4915194,35.2986111,YM,B,0.0,0.0,0.0,0.0,17.650,Y,17.480,Y,16.350,B,15.336,15.028,14.785,
1252-0387396,299.4915806,35.2890250,YM,B,0.0,0.0,0.0,0.0,17.900,Y,17.740,Y,16.120,B,15.226,14.733,14.573,
1252-0387446,299.5000472,35.2892028,YM,B,0.0,0.0,0.0,0.0,17.580,Y,17.500,Y,15.530,B,15.083,14.612,14.278,
1252-0387464,299.5041083,35.2969028,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.950,Y,17.780,B,16.321,15.630,15.012,
1253-0392821,299.4776333,35.3050806,YM,B,12.0,4.0,2.0,4.0,18.350,Y,17.130,Y,16.480,e,15.537,15.121,14.807,
1253-0392844,299.4822417,35.3045833,YM,B,0.0,0.0,0.0,0.0,18.610,B,17.240,Y,15.910,B,14.205,13.352,13.073,
1253-0392849,299.4832500,35.3144444,YM,B,-8.0,2.0,-6.0,4.0,16.990,Y,16.340,Y,15.300,B,14.756,14.271,14.103,
1253-0392881,299.4904250,35.3075806,YM,Y,-8.1,9.0,-26.8,9.0,15.560,Y,15.520,Y,,,13.919,13.701,13.449,
1253-0392897,299.4927556,35.3089222,YM,B,0.0,0.0,0.0,0.0,16.370,Y,15.750,Y,14.130,B,12.289,11.493,11.263,
1253-0392908,299.4942656,35.3168872,YM,C,0.9,5.4,0.6,5.4,16.430,Y,15.250,Y,14.430,B,11.761,10.955,10.674,
1253-0392938,299.4990139,35.3150139,YM,B,0.0,0.0,0.0,0.0,18.000,Y,17.140,Y,16.560,B,14.955,14.403,14.236,
1253-0392955,299.5013528,35.3308778,YM,B,0.0,0.0,0.0,0.0,19.610,B,17.920,Y,17.630,B,15.954,15.420,15.268,
1253-0392963,299.5038694,35.3076750,YM,B,0.0,0.0,0.0,0.0,18.090,Y,17.610,Y,16.990,B,15.210,14.771,14.538,
1253-0392972,299.5058639,35.3050889,YM,B,0.0,4.0,-6.0,0.0,18.350,Y,17.320,Y,17.060,B,15.099,14.580,14.432,
1253-0392974,299.5060500,35.3210139,YM,B,-4.0,3.0,-6.0,1.0,18.170,Y,17.400,Y,16.860,B,15.300,14.843,14.554,
1253-0392979,299.5069583,35.3236611,YM,B,-2.0,3.0,-8.0,2.0,19.630,B,17.970,Y,17.820,B,15.467,14.564,14.323,
1253-0392983,299.5077667,35.3154389,YM,B,0.0,0.0,0.0,0.0,17.790,Y,17.350,Y,,,14.904,14.320,14.157,
1253-0392985,299.5079250,35.3264417,YM,B,0.0,0.0,0.0,0.0,18.340,Y,17.770,Y,16.900,B,15.185,14.743,14.468,
1253-0392993,299.5107917,35.3337222,YM,B,0.0,0.0,0.0,0.0,18.210,Y,17.900,Y,16.520,B,15.080,14.585,14.487,
1253-0393001,299.5121722,35.3059472,YM,B,0.0,0.0,0.0,0.0,18.680,B,17.070,Y,16.530,B,13.705,12.821,12.528,
